,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Generation
901,48,No,Research & Development,2,2,Technical Degree,4,Male,76,4,Laboratory Technician,2,Single,2559,5,No,11,3,80,0,7,4,2,1,0,0,0,Gen X
902,27,No,Research & Development,4,2,Life Sciences,1,Male,76,3,Research Scientist,3,Divorced,2517,1,No,11,2,80,3,5,2,3,5,3,0,3,Millenials
903,29,No,Research & Development,7,3,Life Sciences,3,Male,82,3,Healthcare Representative,4,Divorced,6623,1,Yes,11,2,80,2,6,2,3,6,0,1,0,Millenials
904,48,No,Research & Development,1,3,Life Sciences,4,Male,76,2,Research Director,4,Single,18265,6,No,12,3,80,0,25,3,4,1,0,0,0,Gen X
905,29,No,Research & Development,1,3,Life Sciences,4,Female,87,2,Research Director,4,Divorced,16124,3,No,14,2,80,2,9,2,2,7,7,1,7,Millenials
906,34,No,Research & Development,20,3,Technical Degree,3,Female,89,4,Research Scientist,3,Married,2585,0,No,17,4,80,0,2,5,2,1,0,0,0,Millenials
907,44,No,Sales,5,3,Marketing,2,Male,88,3,Manager,2,Married,18213,7,No,11,3,80,1,26,5,3,22,9,3,10,Gen X
908,33,No,Sales,10,5,Marketing,4,Male,82,4,Sales Executive,3,Divorced,8380,0,Yes,14,4,80,2,10,3,3,9,8,0,8,Millenials
909,19,No,Research & Development,25,3,Life Sciences,2,Female,57,4,Research Scientist,4,Single,2994,1,Yes,12,4,80,0,1,2,3,1,0,0,1,Gen Z
910,23,No,Research & Development,1,2,Life Sciences,4,Male,47,3,Research Scientist,3,Married,1223,1,No,22,4,80,1,1,2,3,1,0,0,1,Gen Z
911,25,Yes,Sales,24,1,Life Sciences,3,Male,73,1,Sales Representative,4,Single,1118,1,Yes,14,4,80,0,1,4,3,1,0,1,0,Gen Z
912,26,No,Research & Development,4,2,Life Sciences,3,Male,53,3,Research Scientist,4,Single,2875,1,Yes,20,2,80,0,8,2,2,8,5,2,2,Millenials
913,45,Yes,Sales,2,3,Marketing,1,Female,94,1,Manager,2,Single,18824,2,Yes,16,1,80,0,26,2,3,24,10,1,11,Gen X
914,55,No,Research & Development,8,1,Medical,4,Male,37,2,Healthcare Representative,2,Divorced,13577,1,Yes,15,4,80,1,34,3,3,33,9,15,0,Gen X
915,21,Yes,Research & Development,10,2,Life Sciences,1,Female,45,2,Laboratory Technician,3,Single,2625,1,No,20,3,80,0,2,2,1,2,2,2,2,Gen Z
916,46,No,Sales,4,2,Marketing,4,Female,33,2,Manager,2,Married,18789,2,No,14,3,80,1,26,2,3,11,4,0,8,Gen X
917,34,No,Sales,2,3,Marketing,3,Female,86,3,Sales Executive,1,Single,4538,0,Yes,12,4,80,0,4,3,3,3,2,0,2,Millenials
918,51,No,Sales,9,3,Life Sciences,4,Male,83,3,Manager,2,Divorced,19847,4,Yes,24,1,80,1,31,5,2,29,10,11,10,Gen X
919,59,No,Research & Development,18,4,Medical,4,Male,67,3,Manufacturing Director,4,Single,10512,6,No,12,4,80,0,25,6,2,9,7,5,4,Baby Boomers
920,34,No,Research & Development,19,3,Medical,3,Female,46,3,Laboratory Technician,2,Divorced,4444,4,No,13,3,80,2,15,2,4,11,8,5,10,Millenials
921,28,No,Research & Development,1,4,Medical,4,Male,44,3,Laboratory Technician,3,Single,2154,0,Yes,11,3,80,0,5,2,2,4,2,0,2,Millenials
922,44,No,Research & Development,4,2,Life Sciences,3,Male,92,4,Manager,1,Divorced,19190,1,No,14,4,80,2,26,4,2,25,9,14,13,Gen X
923,34,No,Human Resources,11,3,Life Sciences,3,Male,56,2,Human Resources,2,Married,4490,4,No,11,4,80,2,14,5,4,10,9,1,8,Millenials
924,35,No,Research & Development,6,1,Life Sciences,3,Male,66,3,Research Scientist,3,Married,3506,0,Yes,14,4,80,0,4,3,3,3,2,2,2,Millenials
925,42,No,Research & Development,7,4,Medical,2,Female,78,4,Research Scientist,2,Married,2372,6,Yes,16,4,80,0,18,2,3,1,0,0,0,Gen X
926,43,No,Sales,4,4,Marketing,4,Female,56,2,Sales Executive,4,Single,10231,3,No,14,4,80,0,23,3,4,21,7,15,17,Gen X
927,36,No,Research & Development,2,4,Life Sciences,3,Female,53,3,Manufacturing Director,2,Single,5410,9,Yes,11,4,80,0,18,2,3,16,14,5,12,Millenials
928,44,Yes,Research & Development,15,3,Medical,1,Female,73,3,Healthcare Representative,4,Married,7978,1,No,11,4,80,1,10,2,3,10,7,0,5,Gen X
929,28,No,Research & Development,2,3,Life Sciences,4,Male,52,2,Laboratory Technician,4,Married,3867,1,Yes,12,2,80,1,2,2,3,2,2,2,2,Millenials
930,51,No,Research & Development,6,2,Medical,2,Female,40,2,Laboratory Technician,3,Single,2838,0,No,14,2,80,0,8,6,2,7,0,7,7,Gen X
931,30,No,Research & Development,9,2,Medical,3,Female,72,3,Manufacturing Director,3,Single,4695,7,Yes,18,3,80,0,10,3,3,8,4,1,7,Millenials
932,29,Yes,Research & Development,7,3,Technical Degree,2,Female,39,3,Laboratory Technician,3,Divorced,3339,3,Yes,13,1,80,2,10,2,3,7,7,7,7,Millenials
933,28,No,Research & Development,1,3,Technical Degree,4,Male,84,3,Research Scientist,1,Single,2080,2,No,11,2,80,0,5,2,2,3,2,1,2,Millenials
934,25,No,Research & Development,1,3,Medical,4,Female,40,3,Research Scientist,2,Single,2096,1,No,18,4,80,0,2,3,2,2,2,2,1,Gen Z
935,32,No,Sales,8,3,Medical,3,Male,56,4,Sales Executive,4,Married,6209,1,No,15,3,80,2,10,4,4,10,7,0,8,Millenials
936,45,No,Research & Development,25,3,Medical,2,Female,83,3,Manager,2,Single,18061,3,No,22,3,80,0,22,4,3,0,0,0,0,Gen X
937,39,No,Research & Development,13,4,Medical,3,Female,94,2,Manager,2,Divorced,17123,6,Yes,13,4,80,2,21,4,3,19,9,15,2,Millenials
938,58,No,Research & Development,23,4,Life Sciences,1,Male,88,3,Research Scientist,3,Divorced,2372,1,No,12,4,80,2,2,3,3,2,2,2,2,Baby Boomers
939,32,Yes,Research & Development,7,2,Life Sciences,4,Male,79,3,Laboratory Technician,3,Married,4883,1,No,18,1,80,1,10,3,3,10,4,1,1,Millenials
940,39,Yes,Research & Development,23,3,Medical,3,Male,93,3,Research Scientist,1,Single,3904,0,No,13,1,80,0,6,2,3,5,2,0,3,Millenials
941,30,No,Research & Development,6,3,Technical Degree,1,Female,48,2,Laboratory Technician,4,Married,4627,0,No,12,1,80,1,10,6,3,9,2,6,7,Millenials
942,36,No,Research & Development,10,4,Technical Degree,4,Female,63,3,Healthcare Representative,3,Married,7094,3,No,12,1,80,0,10,0,3,7,7,1,7,Millenials
943,46,No,Human Resources,1,2,Life Sciences,4,Female,44,3,Human Resources,1,Single,3423,6,No,12,3,80,0,10,3,4,7,6,5,7,Gen X
944,28,No,Research & Development,1,3,Life Sciences,3,Female,55,1,Laboratory Technician,4,Married,6674,0,No,11,1,80,3,10,6,3,9,8,7,5,Millenials
945,50,No,Research & Development,28,3,Life Sciences,4,Female,43,3,Research Director,1,Married,16880,4,Yes,11,2,80,0,25,2,3,3,2,1,2,Gen X
946,40,Yes,Sales,25,4,Marketing,4,Male,57,2,Sales Executive,2,Single,9094,2,Yes,12,3,80,0,9,2,3,5,4,1,0,Millenials
947,52,Yes,Sales,5,3,Life Sciences,2,Male,64,3,Sales Executive,2,Single,8446,9,Yes,19,3,80,0,10,2,2,8,7,7,7,Gen X
948,30,No,Research & Development,17,4,Medical,2,Female,95,3,Manager,1,Married,11916,1,Yes,23,4,80,2,9,2,3,9,1,0,8,Millenials
949,39,No,Research & Development,18,2,Life Sciences,1,Male,32,3,Manufacturing Director,3,Single,4534,0,No,11,1,80,0,9,6,3,8,7,1,7,Millenials
950,31,No,Sales,2,4,Life Sciences,4,Female,57,3,Sales Executive,3,Divorced,9852,1,Yes,19,1,80,1,10,5,2,10,8,9,6,Millenials
951,41,No,Sales,10,2,Medical,3,Male,40,1,Sales Executive,2,Single,6151,1,No,13,1,80,0,19,4,3,19,2,11,9,Gen X
952,31,Yes,Sales,1,3,Life Sciences,4,Female,54,3,Sales Representative,2,Single,2302,1,Yes,11,1,80,0,3,2,4,3,2,2,2,Millenials
953,44,Yes,Research & Development,3,3,Life Sciences,1,Male,89,3,Laboratory Technician,1,Married,2362,4,No,12,3,80,0,10,4,4,3,2,1,2,Gen X
954,42,No,Research & Development,2,1,Life Sciences,3,Male,37,3,Manager,3,Married,17861,0,Yes,13,4,80,0,21,3,2,20,8,2,10,Gen X
955,55,No,Research & Development,2,2,Medical,4,Female,58,1,Manager,3,Married,19187,4,No,14,4,80,1,23,5,3,19,9,9,11,Gen X
956,56,No,Human Resources,8,4,Life Sciences,4,Male,99,3,Manager,2,Single,19717,6,No,14,1,80,0,36,4,3,7,3,7,7,Baby Boomers
957,40,No,Research & Development,16,2,Life Sciences,3,Male,74,3,Research Scientist,3,Divorced,3544,9,No,16,2,80,1,6,0,3,4,2,0,0,Millenials
958,34,No,Research & Development,9,3,Life Sciences,4,Male,86,3,Healthcare Representative,4,Divorced,8500,0,No,11,4,80,1,10,0,2,9,7,1,6,Millenials
959,40,No,Research & Development,2,3,Life Sciences,3,Male,98,3,Research Scientist,4,Single,4661,1,No,13,3,80,0,9,4,3,9,8,8,8,Millenials
960,41,No,Sales,1,3,Marketing,3,Female,66,3,Sales Executive,1,Divorced,4103,0,No,17,4,80,1,10,2,3,9,3,1,7,Gen X
961,35,No,Research & Development,4,4,Life Sciences,3,Male,87,3,Research Scientist,3,Single,4249,1,Yes,11,2,80,0,9,3,3,9,6,1,1,Millenials
962,51,No,Human Resources,5,3,Life Sciences,3,Male,84,3,Manager,2,Divorced,14026,1,Yes,11,2,80,1,33,2,3,33,9,0,10,Gen X
963,38,No,Sales,2,2,Life Sciences,2,Female,31,3,Sales Executive,1,Divorced,6893,3,No,15,4,80,1,11,3,3,7,7,1,7,Millenials
964,34,No,Sales,15,2,Medical,3,Female,66,3,Sales Executive,1,Single,6125,1,No,12,4,80,0,10,6,4,10,8,9,6,Millenials
965,25,No,Research & Development,19,1,Medical,4,Male,67,3,Laboratory Technician,4,Married,3669,3,No,11,3,80,3,7,6,2,3,2,1,2,Gen Z
966,58,Yes,Research & Development,7,4,Medical,3,Female,53,2,Manufacturing Director,1,Married,10008,7,Yes,14,4,80,0,31,0,2,10,9,5,9,Baby Boomers
967,40,No,Research & Development,1,4,Life Sciences,2,Male,88,3,Laboratory Technician,2,Married,2387,3,No,22,3,80,1,7,3,3,4,2,0,3,Millenials
968,36,No,Sales,7,3,Marketing,1,Female,83,4,Sales Executive,1,Married,4639,2,No,16,4,80,1,17,2,2,15,7,6,13,Millenials
969,48,No,Research & Development,4,3,Life Sciences,4,Male,54,3,Manufacturing Director,4,Single,7898,1,No,11,3,80,0,11,2,3,10,9,0,8,Gen X
970,27,No,Sales,11,3,Medical,3,Female,98,4,Sales Representative,4,Married,2534,8,No,14,2,80,1,5,4,3,1,0,0,0,Millenials
971,51,No,Research & Development,11,2,Technical Degree,4,Female,82,2,Manufacturing Director,2,Single,13142,3,No,16,2,80,0,29,1,2,5,2,0,3,Gen X
972,18,No,Research & Development,1,3,Life Sciences,4,Female,97,3,Laboratory Technician,4,Single,1611,1,No,15,3,80,0,0,5,4,0,0,0,0,Gen Z
973,35,No,Research & Development,1,3,Medical,4,Female,60,2,Laboratory Technician,4,Married,5363,0,No,12,2,80,1,10,0,3,9,7,0,0,Millenials
974,27,No,Sales,2,1,Life Sciences,4,Male,43,1,Sales Executive,4,Single,5071,3,No,20,2,80,0,8,3,3,6,2,0,0,Millenials
975,55,Yes,Sales,13,4,Marketing,1,Male,85,4,Sales Executive,3,Single,13695,6,Yes,17,3,80,0,24,2,2,19,7,3,8,Gen X
976,56,No,Research & Development,23,3,Life Sciences,4,Male,68,3,Manufacturing Director,2,Married,13402,4,Yes,12,1,80,1,33,0,3,19,16,15,9,Baby Boomers
977,34,No,Research & Development,26,1,Technical Degree,1,Female,92,2,Research Scientist,3,Divorced,2029,1,No,20,3,80,3,5,2,3,5,4,0,0,Millenials
978,40,No,Research & Development,2,1,Medical,2,Female,89,4,Healthcare Representative,3,Divorced,6377,5,No,20,2,80,3,15,0,3,12,11,11,8,Millenials
979,34,No,Research & Development,29,3,Medical,2,Male,86,3,Laboratory Technician,3,Married,5429,4,No,13,1,80,2,10,1,3,8,7,7,7,Millenials
980,31,Yes,Sales,2,3,Life Sciences,3,Female,90,2,Sales Representative,4,Single,2785,7,No,14,3,80,0,3,3,4,1,0,0,0,Millenials
981,35,Yes,Sales,18,4,Marketing,4,Female,67,3,Sales Executive,3,Married,4614,0,Yes,18,3,80,1,5,0,2,4,2,3,2,Millenials
982,38,No,Research & Development,7,3,Life Sciences,4,Male,57,4,Research Scientist,3,Divorced,2610,1,No,11,4,80,3,4,2,3,4,2,0,3,Millenials
983,34,No,Research & Development,2,4,Technical Degree,3,Female,98,3,Healthcare Representative,4,Single,6687,1,No,11,4,80,0,14,2,4,14,11,4,11,Millenials
984,28,No,Sales,26,3,Life Sciences,3,Male,48,2,Sales Executive,1,Married,4724,1,No,11,3,80,1,5,0,3,5,3,0,4,Millenials
985,31,Yes,Research & Development,22,4,Medical,4,Male,98,3,Manufacturing Director,3,Married,6179,1,Yes,15,4,80,2,10,3,2,10,2,6,7,Millenials
986,39,No,Sales,21,4,Life Sciences,1,Male,44,2,Sales Executive,4,Married,6120,3,Yes,12,4,80,2,8,2,4,5,4,1,4,Millenials
987,51,No,Sales,2,3,Marketing,2,Male,52,3,Sales Executive,2,Married,10596,2,No,11,2,80,0,14,5,3,4,2,3,2,Gen X
988,41,No,Research & Development,22,3,Life Sciences,4,Female,75,3,Research Scientist,4,Divorced,5467,3,Yes,14,1,80,2,12,4,2,6,2,3,3,Gen X
989,37,No,Research & Development,4,1,Life Sciences,3,Male,54,3,Research Scientist,3,Married,2996,7,Yes,15,4,80,0,8,2,3,6,4,1,3,Millenials
990,33,No,Sales,5,1,Life Sciences,2,Male,61,3,Sales Executive,4,Married,9998,6,No,13,1,80,0,8,2,4,5,4,1,2,Millenials
991,32,No,Sales,2,1,Marketing,3,Male,36,3,Sales Executive,2,Married,4078,0,Yes,13,1,80,3,4,3,2,3,2,1,2,Millenials
992,39,No,Research & Development,25,2,Life Sciences,3,Male,71,3,Healthcare Representative,3,Married,10920,3,No,21,2,80,1,13,2,3,6,4,0,5,Millenials
993,25,No,Sales,18,1,Life Sciences,1,Male,93,4,Sales Executive,3,Married,6232,2,No,11,2,80,0,6,3,2,3,2,1,2,Gen Z
994,52,No,Research & Development,28,2,Medical,4,Female,59,4,Manufacturing Director,3,Married,13247,2,Yes,11,2,80,1,24,3,2,5,3,0,2,Gen X
995,43,No,Research & Development,6,3,Medical,1,Female,73,2,Research Scientist,3,Single,4081,1,Yes,14,1,80,0,20,3,1,20,7,1,8,Gen X
996,27,No,Sales,10,3,Marketing,4,Female,98,2,Sales Executive,4,Married,5769,1,Yes,11,4,80,0,6,3,3,6,2,4,4,Millenials
997,27,Yes,Research & Development,17,4,Life Sciences,4,Female,51,3,Research Scientist,3,Single,2394,1,Yes,13,4,80,0,8,2,3,8,2,7,7,Millenials
998,26,No,Research & Development,2,1,Medical,1,Male,36,2,Research Scientist,4,Single,3904,0,No,12,4,80,0,5,2,3,4,3,1,1,Millenials
999,42,No,Human Resources,10,3,Human Resources,3,Female,31,3,Manager,1,Married,16799,0,No,14,3,80,1,21,5,3,20,7,0,9,Gen X
1000,52,No,Research & Development,8,4,Other,3,Female,54,3,Laboratory Technician,1,Married,2950,9,No,13,3,80,0,12,2,1,5,4,0,4,Gen X
1001,37,No,Research & Development,11,3,Medical,1,Female,94,3,Laboratory Technician,3,Single,3629,4,No,18,1,80,0,8,6,3,3,2,0,2,Millenials
1002,35,No,Research & Development,18,2,Life Sciences,3,Male,60,3,Manufacturing Director,4,Single,9362,2,No,11,3,80,0,10,2,3,2,2,2,2,Millenials
1003,25,No,Research & Development,1,3,Technical Degree,1,Male,81,3,Laboratory Technician,4,Married,3229,4,No,11,2,80,1,7,2,2,3,2,0,2,Gen Z
1004,26,No,Research & Development,7,3,Other,3,Male,100,4,Laboratory Technician,1,Single,3578,0,No,12,4,80,0,8,2,3,7,7,0,7,Millenials
1005,29,No,Human Resources,17,3,Other,2,Male,51,2,Human Resources,1,Single,7988,1,No,13,1,80,0,10,3,2,10,9,0,9,Millenials
1006,49,Yes,Research & Development,28,2,Life Sciences,1,Male,97,2,Laboratory Technician,1,Single,4284,3,No,20,1,80,0,20,2,3,4,3,1,3,Gen X
1007,29,Yes,Research & Development,14,1,Other,3,Female,84,3,Healthcare Representative,4,Single,7553,0,Yes,12,1,80,0,9,1,3,8,7,7,7,Millenials
1008,54,No,Research & Development,1,3,Medical,4,Female,54,3,Research Director,4,Single,17328,6,No,19,4,80,0,29,3,2,20,7,12,7,Gen X
1009,58,No,Research & Development,1,3,Medical,4,Female,76,3,Research Director,1,Married,19701,3,Yes,21,3,80,1,32,3,3,9,8,1,5,Baby Boomers
1010,55,No,Research & Development,1,4,Medical,2,Male,81,4,Research Director,4,Divorced,14732,2,No,13,4,80,2,31,4,4,7,7,0,0,Gen X
1011,36,No,Sales,3,4,Marketing,1,Female,99,3,Sales Executive,2,Single,9278,3,Yes,16,4,80,0,15,3,3,5,4,0,1,Millenials
1012,31,Yes,Sales,1,4,Life Sciences,2,Female,50,1,Sales Representative,3,Single,1359,1,No,12,2,80,0,1,3,3,1,0,0,0,Millenials
1013,30,No,Sales,7,4,Marketing,4,Female,73,3,Sales Executive,1,Divorced,4779,7,No,14,2,80,2,8,3,3,3,2,0,2,Millenials
1014,31,No,Research & Development,8,5,Life Sciences,1,Female,93,3,Research Director,2,Single,16422,3,No,11,3,80,0,9,3,4,3,2,1,0,Millenials
1015,34,No,Research & Development,1,4,Other,4,Male,91,3,Research Scientist,1,Divorced,2996,5,No,14,3,80,2,10,2,3,4,3,1,3,Millenials
1016,31,Yes,Research & Development,8,3,Life Sciences,1,Female,34,2,Research Scientist,2,Single,1261,1,No,12,3,80,0,1,3,4,1,0,0,0,Millenials
1017,27,No,Research & Development,11,1,Life Sciences,2,Male,91,3,Laboratory Technician,1,Married,2099,0,No,14,2,80,0,6,3,4,5,0,1,4,Millenials
1018,36,No,Research & Development,4,4,Life Sciences,1,Male,37,2,Laboratory Technician,4,Single,5810,1,No,16,3,80,0,10,2,2,10,4,1,8,Millenials
1019,36,No,Sales,16,4,Marketing,3,Female,98,2,Sales Executive,1,Married,5647,4,No,13,1,80,2,11,3,2,3,2,0,2,Millenials
1020,47,No,Research & Development,1,3,Technical Degree,1,Male,74,3,Research Scientist,4,Married,3420,7,No,12,3,80,1,17,2,2,6,5,1,2,Gen X
1021,25,Yes,Sales,9,2,Life Sciences,1,Male,68,2,Sales Representative,1,Married,4400,3,No,12,1,80,0,6,2,3,3,2,2,2,Gen Z
1022,37,No,Research & Development,5,2,Technical Degree,3,Male,84,4,Laboratory Technician,3,Single,3500,0,No,14,1,80,0,7,2,1,6,5,1,3,Millenials
1023,56,No,Research & Development,1,2,Life Sciences,1,Female,90,3,Research Scientist,1,Married,2066,2,No,22,4,80,1,5,3,4,3,2,1,0,Baby Boomers
1024,47,No,Research & Development,2,4,Medical,1,Female,82,3,Research Director,3,Married,17169,3,No,19,2,80,2,26,2,4,20,17,5,6,Gen X
1025,24,No,Sales,4,1,Medical,4,Female,42,3,Sales Executive,3,Married,4162,1,Yes,12,3,80,2,5,3,3,5,4,0,3,Gen Z
1026,32,No,Sales,7,5,Marketing,4,Male,97,3,Sales Executive,4,Married,9204,4,No,12,3,80,1,7,3,2,4,3,0,3,Millenials
1027,34,No,Research & Development,1,3,Life Sciences,4,Female,86,2,Laboratory Technician,2,Married,3294,5,No,17,1,80,1,7,2,2,5,4,0,2,Millenials
1028,41,No,Research & Development,5,5,Medical,2,Male,90,4,Research Scientist,3,Married,2127,2,Yes,12,1,80,0,7,5,2,4,2,0,3,Gen X
1029,40,No,Research & Development,9,4,Other,3,Male,81,3,Laboratory Technician,3,Divorced,3975,3,No,11,3,80,2,11,2,4,8,7,0,7,Millenials
1030,31,No,Sales,8,2,Life Sciences,1,Male,31,3,Sales Executive,4,Divorced,10793,1,No,18,1,80,1,13,5,3,13,7,9,9,Millenials
1031,46,Yes,Sales,9,3,Marketing,1,Male,52,3,Sales Executive,4,Divorced,10096,4,No,11,1,80,1,28,1,4,7,7,4,3,Gen X
1032,39,Yes,Research & Development,2,3,Life Sciences,1,Female,54,2,Laboratory Technician,1,Single,3646,2,Yes,23,2,80,0,11,2,4,1,0,0,0,Millenials
1033,31,Yes,Research & Development,1,5,Life Sciences,3,Female,100,4,Manufacturing Director,2,Single,7446,1,No,11,1,80,0,10,2,3,10,8,4,7,Millenials
1034,45,No,Research & Development,20,3,Medical,2,Male,95,1,Healthcare Representative,1,Divorced,10851,2,Yes,18,2,80,1,24,2,3,7,7,0,7,Gen X
1035,31,No,Human Resources,8,2,Medical,4,Female,96,4,Human Resources,2,Single,2109,9,No,18,4,80,0,8,3,3,3,2,0,2,Millenials
1036,31,Yes,Research & Development,2,3,Life Sciences,2,Male,94,3,Laboratory Technician,4,Married,3722,6,Yes,13,3,80,1,7,2,1,2,2,2,2,Millenials
1037,45,No,Research & Development,29,3,Technical Degree,2,Male,55,3,Manufacturing Director,4,Married,9380,4,Yes,18,4,80,2,10,4,4,3,1,1,2,Gen X
1038,48,No,Sales,7,3,Marketing,3,Male,96,3,Sales Executive,1,Divorced,5486,4,No,11,1,80,3,15,3,3,2,2,2,2,Gen X
1039,34,Yes,Human Resources,9,4,Technical Degree,1,Female,52,3,Human Resources,3,Married,2742,1,No,15,4,80,0,2,0,3,2,2,2,2,Millenials
1040,40,No,Research & Development,8,1,Medical,4,Male,55,2,Research Director,2,Divorced,13757,2,No,11,3,80,1,16,5,3,9,8,4,8,Millenials
1041,28,No,Sales,5,3,Medical,4,Male,84,3,Sales Executive,1,Single,8463,0,No,18,4,80,0,6,4,3,5,4,1,3,Millenials
1042,44,No,Research & Development,5,3,Life Sciences,3,Male,90,2,Laboratory Technician,3,Single,3162,3,No,14,4,80,0,7,5,3,5,2,0,3,Gen X
1043,53,No,Research & Development,2,3,Medical,4,Male,39,4,Research Director,2,Single,16598,4,No,12,2,80,0,35,2,2,9,8,8,8,Gen X
1044,49,No,Research & Development,5,4,Technical Degree,1,Male,96,3,Healthcare Representative,3,Married,6651,2,No,14,2,80,1,20,0,2,3,2,1,2,Gen X
1045,40,No,Research & Development,2,3,Medical,3,Male,68,3,Research Scientist,3,Divorced,2345,2,No,14,3,80,1,8,3,4,3,1,1,2,Millenials
1046,44,No,Research & Development,20,3,Life Sciences,4,Male,49,3,Research Scientist,2,Single,3420,1,No,13,3,80,0,6,3,2,5,2,1,3,Gen X
1047,33,No,Sales,7,3,Medical,4,Male,54,3,Sales Executive,1,Married,4373,0,No,14,1,80,2,5,2,3,4,3,0,3,Millenials
1048,34,No,Sales,3,3,Other,4,Male,81,1,Sales Executive,1,Single,4759,3,No,18,4,80,0,15,2,3,13,9,3,12,Millenials
1049,30,No,Sales,16,1,Life Sciences,4,Male,96,3,Sales Executive,3,Married,5301,8,No,15,3,80,2,4,2,2,2,1,2,2,Millenials
1050,42,No,Research & Development,9,2,Medical,1,Female,74,3,Laboratory Technician,4,Single,3673,1,No,13,3,80,0,12,3,3,12,9,5,8,Gen X
1051,44,No,Sales,1,5,Marketing,1,Female,79,3,Sales Executive,3,Married,4768,7,No,12,3,80,1,11,4,2,1,0,0,0,Gen X
1052,30,No,Research & Development,7,3,Technical Degree,3,Male,64,3,Research Scientist,3,Divorced,1274,1,No,13,2,80,2,1,2,2,1,0,0,0,Millenials
1053,57,No,Research & Development,1,2,Life Sciences,2,Male,93,4,Research Scientist,3,Married,4900,0,No,24,1,80,1,13,2,2,12,9,2,8,Baby Boomers
1054,49,No,Research & Development,7,4,Life Sciences,3,Male,35,3,Healthcare Representative,2,Divorced,10466,3,No,14,2,80,2,29,3,3,8,7,0,7,Gen X
1055,34,No,Research & Development,15,3,Medical,2,Male,71,3,Research Director,1,Divorced,17007,7,No,14,4,80,2,16,3,2,14,8,6,9,Millenials
1056,28,Yes,Sales,1,3,Technical Degree,1,Male,92,3,Sales Representative,3,Married,2909,3,No,15,4,80,1,5,3,4,3,2,1,2,Millenials
1057,29,Yes,Sales,13,3,Technical Degree,1,Female,51,3,Sales Executive,2,Single,5765,5,No,11,1,80,0,7,4,1,5,3,0,0,Millenials
1058,34,Yes,Sales,24,4,Medical,1,Female,40,2,Sales Executive,2,Single,4599,0,Yes,23,3,80,0,16,2,4,15,9,10,10,Millenials
1059,35,No,Sales,7,1,Life Sciences,4,Male,76,3,Sales Representative,3,Married,2404,1,No,13,1,80,1,1,3,3,1,0,0,0,Millenials
1060,24,Yes,Research & Development,9,3,Medical,2,Male,89,3,Laboratory Technician,1,Single,3172,2,Yes,11,3,80,0,4,2,2,0,0,0,0,Gen Z
1061,24,No,Sales,13,2,Life Sciences,4,Female,78,3,Sales Representative,2,Married,2033,1,No,13,3,80,1,1,2,3,1,0,0,0,Gen Z
1062,44,No,Research & Development,2,1,Medical,2,Male,86,3,Manufacturing Director,3,Single,10209,5,Yes,18,2,80,0,16,2,2,2,2,2,2,Gen X
1063,29,No,Sales,19,3,Life Sciences,3,Male,77,2,Sales Executive,3,Divorced,8620,1,No,14,3,80,2,10,3,3,10,7,0,4,Millenials
1064,30,No,Human Resources,1,3,Life Sciences,3,Male,46,3,Human Resources,3,Divorced,2064,0,No,21,1,80,1,6,3,4,5,3,1,3,Millenials
1065,55,No,Research & Development,4,4,Life Sciences,4,Male,30,3,Healthcare Representative,3,Married,4035,0,Yes,16,2,80,0,4,2,3,3,2,1,2,Gen X
1066,33,No,Research & Development,4,4,Medical,1,Female,82,2,Laboratory Technician,2,Married,3838,8,No,11,4,80,0,8,5,3,5,4,0,2,Millenials
1067,47,No,Sales,14,3,Medical,3,Female,78,3,Sales Executive,3,Married,4591,3,Yes,17,3,80,1,11,4,2,5,4,1,2,Gen X
1068,28,Yes,Research & Development,2,2,Medical,3,Male,38,2,Laboratory Technician,1,Single,2561,7,No,11,3,80,0,8,2,2,0,0,0,0,Millenials
1069,28,No,Research & Development,1,3,Life Sciences,1,Male,72,2,Research Scientist,3,Divorced,1563,1,No,14,4,80,1,1,2,1,1,0,0,0,Millenials
